tweet_id,text,airline_sentiment
569873669700358144,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare",good
569873668131717120,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/RPdBpX3wNd #CheapFlights #FareCompare",average
569873665640292353,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/B2Xi4YG5T8 #CheapFlights #FareCompare",good
569873664612704256,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/QDlJHslOI5 #CheapFlights #FareCompare",average
569872058613673984,@VirginAmerica Have a great week 🌞✈,good
569861209781989377,@VirginAmerica come back to #PHL already. We need you to take us out of this horrible cold. #pleasecomeback http://t.co/gLXFwP6nQH,good
569847920192655361,"@VirginAmerica should I be concerned that I am about to fly on a plane that needs to be delayed due to a ""tech stop""?",worse
569814339785338880,"@VirginAmerica is the best airline I have flown on.Easy to change your reservation,helpful representatives &amp; a comfortable flying experience",good
569777607371128834,@VirginAmerica and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!,good
569774078233419776,@VirginAmerica your beautiful front-end design is down right now; but it was cool to still book my ticket b/c all your back-end was secure.,good
569770363623575552,"@VirginAmerica Love the team running Gate E9 at LAS tonight. Waited for a delayed flight, and they kept things entertaining",good
569748316776325120,@VirginAmerica Use another browser! 2015 &amp; a brand with a reputation built on tech response doesn't have a cross-browser compatible website?,negative
569741221783957504,"@VirginAmerica And now the flight Flight Booking Problems site is totally down. Folks, what is the problem?",negative
569737603617943552,@VirginAmerica I like the customer service but a 40 min delay just for connecting passengers seems too long. VA370,negative
569714127792254976,@VirginAmerica thanks to your outstanding NYC-JFK crew who moved mountains to get me home to San Francisco tonight!,good
569675144353828864,@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!,good
569674358135914496,"@VirginAmerica Do you provide complimentary upgrades to first class, if there are available seats?",average
569666477265018881,@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!,negative
569652497947734017,@VirginAmerica completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue,good
569649116487290880,@VirginAmerica How can I watch the #Oscars2015 on my JFK-&gt;SFO flight?,average
569643262459269120,@VirginAmerica is flight 882 Cancelled Flightled and what do I do if it is?,average
569642845516275712,@VirginAmerica you are failing your customers because your check in process does not link to TSA pre-check.,negative
569634318349246464,@VirginAmerica @FiDiFamilies us too! Terrible airline! Just gave us a hotel hotline number and said sorry,worse
569633630978310145,@VirginAmerica has flight number 276 from SFO to Cabo San Lucas arrived yet?,average
569633279546036224,@VirginAmerica @ChrysiChrysic your assistance yesterday when u Cancelled Flightled our flight was to give us a hotel hotline  Shame on you!,negative
569630092273410048,@VirginAmerica Another delayed flight? #likingyoulessandless,worse
569627480425766912,@VirginAmerica I need to register a service dog for a first class ticket from SFO &gt; Dulles. The phone queue is an hour or longer. Pls advise,worse
569625739231948800,@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015,good
569625609799774208,"@VirginAmerica, @reallytallchris dropped a track on you... https://t.co/zv2pt6TRK9",average
569620102389350401,@VirginAmerica always!!! Xoxo,good
569619569372823552,@VirginAmerica why can't we book seats on your flights when we buy them or even during check in? Creates so much anxiety! #frustrated,worse
569618527948115968,@VirginAmerica You'd think paying an extra $100 bucks RT for luggage might afford you hiring an extra hand at @sfo #lame,negative
569616490380439552,@VirginAmerica best customer service rep in the world! #irmafromDallas takes the cake!!!,good
569615109363929088,@VirginAmerica Can you find us a flt out of LAX that is sooner than midnight on Monday? That would be great customer service 😃,average
569614365755899905,@VirginAmerica please provide status for flight 769.  I cant imagine it's on time as the Web indicates  dude to weather here and/or Dallas,negative
569614024578600960,@VirginAmerica you have amazing staff &amp; super helpful as I just ran the @WaltDisneyWorld #PrincessHalf they have spoiled me with comfort!!!,good
569609971383586817,"@VirginAmerica I paid the premium to fly you across the country, you Cancelled Flight my flight and offer no check fee or upgrade love? Sad face :(",worse
569608328998887424,@VirginAmerica question: is it not possible to book a seat for an infant under 2? It's not giving me the option but we want a seat for him.,negative
569599867716132864,Always have it together!!! You're welcome! RT @VirginAmerica: @jessicajaymes You're so welcome.,good
569596445680115712,@virginamerica #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf,good
569596097540132864,.@VirginAmerica I don't understand why you need a DM to give me an answer on if you have a damaged luggage policy.,negative
569594386066984960,.@VirginAmerica does that mean you don't have a policy for destroyed luggage?,worse
569586660909973504,@VirginAmerica is there special assistance if I travel alone w/2 kids and 1 infant? Priority boarding?,average
569580805036453888,@VirginAmerica thank you for checking in. tickets are purchased and customer is happy ;-),good
569575679722786816,@VirginAmerica is your website ever coming back online?,average
569575003248676864,"@VirginAmerica  - Is Flight 713 from Love Field to SFO definitely Cancelled Flightled for Monday, February 23?",average
569574973662232576,@VirginAmerica Is flight 0769 out of LGA to DFW on time?,average
569574961158815745,@VirginAmerica my drivers license is expired by a little over a month. Can I fly Friday morning using my expired license?,average
569572942381649920,@VirginAmerica having problems Flight Booking Problems on the web site. keeps giving me an error and to contact by phone.  phone is 30 minute wait.,negative
569572740723712001,@VirginAmerica How do I reschedule my Cancelled Flightled flights online? The change button is greyed out!,negative
569566981835218944,"@VirginAmerica I rang, but there is a wait for 35 minutes!! I can book the same ticket through a vendor, fix your site",negative
569564853460807680,"@VirginAmerica got a flight (we were told) for 4:50 today..,checked my email and its for 4;50 TOMORROW. This is unacceptable.",negative
569564610837086209,"@VirginAmerica our flight into lga was Cancelled Flighted. We're stuck in Dallas. I called to reschedule, told I could get a flight for today...(1/2)",worse
569562202405019650,@virginamerica why don't any of the pairings include red wine?! Only white is offered :( #redwineisbetter,worse
569541127340040192,@VirginAmerica is the website down?,negative
569540405676654592,@VirginAmerica - Your site seems a little wonked right now. May want to have a look. Tried on two browsers. No CSS? http://t.co/8qsQMM7KF2,negative
569494748341407744,@VirginAmerica I'm disappointed that the agent at the designated silver status check in line @Dulles_Airport closed to assist all pasengers,negative
569482263345307648,@VirginAmerica Plans to Include Austin to its Dallas Route - TopNews Arab #Emirates http://t.co/aqZWecOkk2,average
569477692166316033,@VirginAmerica Is it normal to receive no reply from Central Baggage #baggageissues #smh,worse
569461469042966528,@VirginAmerica at Logan airport and waiting to checkin for my 9am flight. Checkin desk not open !!!!! Why?!,negative
569459618881019905,@VirginAmerica to jump into the Dallas-Austin market - @Dallas_News http://t.co/EwwGi97gdx,average
569452063920226304,"@VirginAmerica Beats EPS Views, Takes On #SouthwestAir VA LUV - Investor's Business Daily http://t.co/FLwmGDAHxu",average
569447071910105089,@VirginAmerica Lister to my show my on Monday 1230 130,average
569429411646156800,@VirginAmerica to begin Dallas-Austin #flights in April - 88.9 KETR http://t.co/SSUVWwkyHH,average
569369239183872000,"@VirginAmerica congrats, you just got all my business from EWR to SFO/LAX. Fuck you @united fl1289 SFO/EWR was the clincher...",negative
569368160291463168,@VirginAmerica  I applied over 2 weeks ago. Haven't heard back and I'm flying this week #disappointed,negative
569356387785900032,@VirginAmerica I'd love to know what your policy is for damaged luggage.,average
569354267854704641,@VirginAmerica Thank you for the follow,good
569351220097216512,@VirginAmerica - too many apologies! You r the worse airlines! Don't even respond to your cudtomers,worse
569348775631675392,@VirginAmerica shame on VA for making people spend money in stranded cities when other airlines are landing at JFK! Who will reimburse me?,negative
569324558999691264,@VirginAmerica @TTINAC11 I DM you,average
569323106210152448,@VirginAmerica can you please have flights in  SJC ? I have no choice but to fly Southwest to Vegas 😩😭,average
569323082701275138,@VirginAmerica too bad you say it takes 10 to 14 days via YOUR confirmation email. When I inquired after 3 weeks you claim 6 to 8 weeks!,negative
569318651502989312,@VirginAmerica Flight from BOS &gt; LAS tomorrow was Cancelled Flightled. No notification; wait times are 1+ hour. Will you rebook on another airline?,negative
569318130356502528,😎 RT @VirginAmerica: You’ve met your match. Got status on another airline? Upgrade (+restr): http://t.co/RHKaMx9VF5. http://t.co/PYalebgkJt,good
569316358845911040,@VirginAmerica Only way to fly! #Elevate #Gold,good
569311498301870080,@VirginAmerica If only you guys had flights from CMH.,average
569311060903268352,"@VirginAmerica a lot of ""apologies"" being thrown out to customers from what I can see.Very sad. Thanks for nothing. Worst airline ever.",negative
569310635986546688,@VirginAmerica  for all my flight stuff wrong and did nothing about it. Had #worst #flight ever,negative
569305113589714944,@VirginAmerica Having an issue finding a missing item on a plane. Can you help me find which airport my plane headed to next?,average
569304436612444160,@VirginAmerica you will match my #AmericanAirlines status? Cool!,good
569304208534597632,“@VirginAmerica:You've met your match.Got status on another airline? Upgrade : http://t.co/H952rDKTqy” @asarco_ES_ar ? 🙉,average
569304030847090688,@VirginAmerica trying to book a flight with you guys and your website won't let me... about to lose my business,negative
569303931916038144,@VirginAmerica you suck!,worse
569298165855338497,@VirginAmerica thanks!,good
569290361870426112,@VirginAmerica Just DM'd. Same issue persisting.,negative
569282249717194754,@VirginAmerica Because we never rec'd Cancelled Flightlation notice we were left w no options to fly out of PS. Driving to LA for a red eye Mon w kids,worse
569277854950817792,@VirginAmerica trying to book a flight &amp; your site is down 😁,worse
569277352129138688,@VirginAmerica You have any flights flying into Boston tomorrow? I need to be home and you Cancelled Flightled my flight and didn't do anything,negative
569263837448269826,@VirginAmerica you stink. Flight Cancelled Flighted from PSP to JFK and no notification or ability to rebook #disappointed.  #expected better,worse
569262527281913857,@VirginAmerica I love your guy's song! We're dancing to it for our high school dance revue,good
569262225900359680,@VirginAmerica Your website is down and I'm trying to check in!,negative
569261347688607744,"@VirginAmerica done! Thank you for the quick response, apparently faster than sitting on hold ;)",good
569261128532041728,@VirginAmerica nervous about my flight from DC to LAX getting Cancelled Flightled tomorrow! Just sent you a DM to help me!,average
569260526976544768,@VirginAmerica cool picture of another VirginAmerica plane off our wing. What a site! http://t.co/5B2agFd8c4,good
569253311813185537,@VirginAmerica Keep up the great work :),good
569253236093267969,@VirginAmerica my goodness your people @love field are amazing under pressure ❤️from Texas #beatstheothers in crisis Please fly me to NY,good
569250469178175488,@VirginAmerica Thanks for a great flight from LA to Boston! Pilots did a great job landing in the snow. Can we go back to LA now? #seriously,good
569248437050302464,@VirginAmerica can you please get me to the new york area before monday afternoon,average
569248400836726786,"@VirginAmerica Thanks so much for the awesome support, you guys rock!",good
569247769166266368,@VirginAmerica seats in Row 8 don't recline should mention that on your website #soreback,negative
569247394002563072,@VirginAmerica flight 404 delayed 2 hours in LA due to mechanical problems. Handle like pros but you could have tossed us a free drink.,worse
569244860286263297,@VirginAmerica why Cancelled Flight flights today? No precipitation to be scared of!  ❄️❄️❄️,negative
569240250192670720,@VirginAmerica twitter team. you guys killed it for rescheduling me asap. thank you!,good
569238877178716161,@VirginAmerica You guys charged me $100 to reschedule a flight that was then Cancelled Flighted and are now refusing to refund it. What's the deal?,negative
569237252154372097,@VirginAmerica can’t access your website from Safari on iPhone 6. Seems to work on Mac and iPad. Need iPhone to add Passbook.,negative
569236471690829825,"@VirginAmerica on iPad and iPhone, clicking the CHECKIN link in the email I received at 24hrs before flight",average
569236251129163777,"@VirginAmerica your mobile site is broken, shows 
""{{header.elevateUser.numOfPointsAvailable || '0' | number}} Points"", won't let me checkin",negative
569230983075115010,@VirginAmerica I was really looking forward to my flight. can you let me know when it will be rescheduled? #diehardvirgin,negative
569229785500680192,"@VirginAmerica why Cancelled Flight flight VX413? One sec its delayed, on my to airport, the next its Cancelled Flightled?Gonna email or call me to reschedule?",negative
569226875349835776,@VirginAmerica I did it but there was a problem in the link from the email for check-in. thanks,negative
569224234150404096,@VirginAmerica had to change to another airline to get to DC today ... Why is @united able to land in DC but not you? Cost me $800 ...ugh,negative
569223788639821824,@VirginAmerica I was so looking forward to my first flight with you today but it was Cancelled Flightled along with the subsequent one ...,worse
569222494952886272,@VirginAmerica when are you putting some great deals from PDX to LAS or from LAS to PDX show me your love! http://t.co/enIQg0buzj,good
569221440794271745,@VirginAmerica wish I can afford to fly with you next Friday  going back home.. love everything  about your airline,good
569221156504530944,@VirginAmerica  how are you gonna have a deal from Dallas to DC but no deal from DC to Dallas? #sad,negative
569220232293720066,"@VirginAmerica it’s just a bug report, guys",average
569218762907324416,@VirginAmerica hold times at call center are a bit much,worse
569212570478911489,@VirginAmerica Like http://t.co/VPqEm31XUQ,good
569211675108179968,@VirginAmerica Site down? #help,negative
569209566715469824,@VirginAmerica You have the best flight attendant ever!!! http://t.co/PxdEL1nq3l,good
569208480793567233,"Awesome! RT @VirginAmerica: Watch nominated films at 35,000 feet. #MeetTheFleet #Oscars http://t.co/DnStITRzWy",good
569205125278859265,@VirginAmerica thanks so much!,good
569204272795004928,"@VirginAmerica Trying to reset my password, email never arrives. Help?",negative
569202691185909760,"@VirginAmerica, the only airline based in Silicon Valley! #disruption #FCmostinnovative #incubator  @FastCompany's http://t.co/wU3LbCNcr9",good
569201943131738113,@VirginAmerica Very nicely done. 👏,good
569200619430420480,@VirginAmerica I’m looking forward to watching the Oscars on my flight home tomorrow. I might even get something bubbly to drink! ;),good
569200606595952640,@VirginAmerica What is the reason  for the delay of the departure of VX 413 from JFK this afternoon?,negative
569198782421663745,"@VirginAmerica is todays flight from Palm Springs, Ca to JFK in NY Cancelled Flightled?",negative
569198104806699008,@VirginAmerica hahaha 😂@VirginAmerica YOU GUYS ARE AMAZING. I LOVE YOU GUYS!!!💗,good
569197967959154688,@VirginAmerica sounds like fun !,good
569197611393163264,@VirginAmerica any updates on flight 413 from Jfk &gt; Lax,average
569197515993534464,@virginamerica spruce moose!,average
569192778468626432,"@VirginAmerica the CSS on your site is a 404 right now, please fix. Site unusable.",worse
569182336715243520,"@VirginAmerica We're on flight 910 Vegas to Boston today, checked in online but our bag count didn't register. Can I fix that somehow?",negative
569180623165915137,"@VirginAmerica classiq, luv Virgin America. Greetingz",good
569179517522046977,"@VirginAmerica Hi, I'm trying to do check-in but the website is not working. I tried 3 different browsers and the problem continues",negative
569176777056079874,@VirginAmerica Thanks for your great customer service today &amp; for helping me get all my travel sorted out!,good
569165709516759042,@VirginAmerica thanks guys! Sweet route over the Rockies #airplanemodewason,good
569110766235877376,@VirginAmerica love the 90s music blasting at gate in #Boston while waiting for flight to #SanFrancisco. Only if I could get an iced coffee!,good
569083230361673728,"@VirginAmerica - the passenger in 7D, Flt 338 that assaulted me shouldn't have flown. I trust he's banned. Crew filed report to @FAANews",negative
569028851860254720,@VirginAmerica current bug on website shows ‘select departure city’ when selecting destination city http://t.co/SLLYIBE2vQ,negative
569022319437357056,@VirginAmerica luggage was severely dented/missing wheel coming off baggage claim in SAN. Luggage agent Miranda (I think) wasn't any help.,worse
569020707113476096,"@VirginAmerica thank you for the easy itinerary shift for impending weather. Quick, painless &amp; free.",good
569018352464588800,"@VirginAmerica If you'd love to see more girls be inspired to become pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh",average
569011849976348672,@VirginAmerica Thanks! Good times there and back! #Vodkatonics the entire flight🍸#sfo,good
568989005162766337,"@VirginAmerica beats expectations, shares take off - Santa Cruz Sentinel http://t.co/qm9dQbai6G",average
568977439398821888,@VirginAmerica any plans to start flying direct from DAL to LAS?,average
568977175149293570,@VirginAmerica BIG Love/gratitude.mpower w/ http://t.co/1AGR9knCpf weRin #OSCARS2105 VIPswagbags@ #AvalonHollywood http://t.co/ybMbGs0dHn,average
568972394297077760,"@VirginAmerica, you're doing a great job adding little luxuries/aesthetics that improve the air travel experience. Thank you. Keep it up!",good
568945958970531840,@VirginAmerica requested window seat and confirmed window but got stuck in middle seat. Not a good way to treat silver member😒,negative
568945265899483136,@VirginAmerica Grand Budapest Hotel #OscarsCountdown,average
568943244027006976,@VirginAmerica This is what you missed @NewsVP. Next trip to the 407.,average
568942331921092608,@VirginAmerica #wtf I paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience!,negative
568940002849255425,@VirginAmerica there is something wrong with you website in Safari iPhone,negative
568929979981033472,@VirginAmerica thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too #sweet,good
568929026644975616,@VirginAmerica Already checked in so the page expired :X,negative
568928741298012160,@VirginAmerica Boo for a not refunding a seat upgrade fee I did not want to buy in the first place!,negative
